Rank,Name,Net Worth $B,Age,Country/Territory,Source,Industries
1415,STEPHEN JARISLOWSKY,1.5,94.0,Canada,money management,Finance & Investments
1415,JIA TIANJIANG & FAMILY,1.5,57.0,China,non-ferrous metals,Metals & Mining
1415,SERGEI KATSIEV,1.5,62.0,Russia,"retail, wholesale",Fashion & Retail
1415,MICHAEL KIM,1.5,56.0,South Korea,Investment,Finance & Investments
1415,SETH KLARMAN,1.5,62.0,United States,investments,Finance & Investments
1415,MUSTAFA RAHMI KOC,1.5,89.0,Turkey,diversified,Diversified
1415,WILLIAM KOCH,1.5,79.0,United States,"oil, investments",Energy
1415,"ANDRE KOO, SR.",1.5,52.0,Taiwan,financial services,Finance & Investments
1415,CHRISTOPHER KWOK,1.5,34.0,Hong Kong,real estate,Real Estate
1415,EDWARD KWOK,1.5,39.0,Hong Kong,real estate,Real Estate
1415,JAMES LEININGER,1.5,75.0,United States,medical products,Healthcare
1415,LI GUANGYU,1.5,56.0,China,education,Service
1415,LI LIANGBIN,1.5,52.0,China,lithium,Manufacturing
1415,LI XUHUI,1.5,51.0,China,soy sauce,Food & Beverage
1415,PRAYUDH MAHAGITSIRI,1.5,74.0,Thailand,"coffee, shipping",Food & Beverage
1415,KATARINA MARTINSON,1.5,38.0,Sweden,investments,Diversified
1415,MI ENHUA,1.5,62.0,China,retail,Fashion & Retail
1415,MARTIN MOLLER NIELSEN,1.5,55.0,Denmark,aircraft leasing,Logistics
1415,MANUEL MOROUN & FAMILY,1.5,92.0,United States,transportation,Logistics
1415,ROBERT MOUAWAD,1.5,75.0,Lebanon,fine jewelry,Service
1415,EZRA NAHMAD,1.5,74.0,Monaco,art,Finance & Investments
1415,STEFAN OLSSON,1.5,71.0,Sweden,diversified,Diversified
1415,GRETEL PACKER,1.5,54.0,Australia,casinos,Media & Entertainment
1415,RANJAN PAI,1.5,47.0,India,education,Service
1415,LIRIO PARISOTTO,1.5,66.0,Brazil,investments,Finance & Investments
1415,G RAJENDRAN,1.5,77.0,India,jewellery,Fashion & Retail
1415,JERRY REINSDORF,1.5,84.0,United States,sports teams,Sports
1415,DUKE REYES,1.5,63.0,United States,beer distribution,Food & Beverage
1415,SHERYL SANDBERG,1.5,50.0,United States,Facebook,Technology
1415,ALICE SCHWARTZ,1.5,93.0,United States,biotech,Healthcare
1415,PETER SPERLING,1.5,60.0,United States,education,Service
1415,VONNARAT TANGKARAVAKOON,1.5,47.0,Thailand,"wire & cables, paints",Manufacturing
1415,TRAN BA DUONG & FAMILY,1.5,60.0,Vietnam,automotive,Automotive
1415,KENNY TROUTT,1.5,72.0,United States,telecom,Telecom
1415,TSENG CHENG,1.5,58.0,Taiwan,petrochemicals,Manufacturing
1415,JOHN TYSON,1.5,66.0,United States,food processing,Food & Beverage
1415,WAN LONG,1.5,79.0,China,food,Food & Beverage
1415,WEI ING-CHOU,1.5,66.0,Taiwan,"food, beverages",Food & Beverage
1415,WEI YIN-CHUN,1.5,63.0,Taiwan,"food, beverages",Food & Beverage
1415,WEI YIN-HENG,1.5,61.0,Taiwan,"food, beverages",Food & Beverage
1415,ARNE WILHELMSEN & FAMILY,1.5,90.0,Norway,cruise ships,Logistics
1415,WONG MAN LI,1.5,55.0,Hong Kong,furniture,Manufacturing
1415,IAN WOOD & FAMILY,1.5,77.0,United Kingdom,energy services,Energy
1415,WU JUNBAO,1.5,54.0,China,education,Service
1415,WU YILING,1.5,70.0,China,pharmaceuticals,Healthcare
1415,XIA SHUDONG,1.5,47.0,China,IT service,Technology
1415,XU SHUGEN,1.5,54.0,China,"construction, mining machinery",Manufacturing
1415,VLADIMIR YEVTUSHENKOV,1.5,71.0,Russia,"telecom, investments",Telecom
1415,YU FAXIANG,1.5,48.0,China,"tourism, cultural industry",Media & Entertainment
1415,ZHANG LIAOYUAN,1.5,44.0,China,food,Food & Beverage
1415,SHUSHENG ZHENG,1.5,54.0,China,telecom,Telecom
1415,ZHOU JIAN,1.5,43.0,China,robotics,Technology
1415,ZHU GONGSHAN,1.5,62.0,China,solar panel materials,Manufacturing
1415,ZHU XINGLIANG,1.5,60.0,China,construction,Construction & Engineering
1415,ZHUO JUN,1.5,54.0,Hong Kong,printed circuit boards,Manufacturing
1513,WILLIAM ACKMAN,1.4,53.0,United States,hedge funds,Finance & Investments
1513,FARKHAD AKHMEDOV,1.4,64.0,Russia,investments,Energy
1513,MOHAMED AL FAYED,1.4,91.0,Egypt,"retail, investments",Fashion & Retail
1513,BILL ALFOND,1.4,71.0,United States,shoes,Fashion & Retail
1513,SUSAN ALFOND,1.4,74.0,United States,shoes,Fashion & Retail
1513,TED ALFOND,1.4,75.0,United States,shoes,Fashion & Retail
1513,"HERBERT ALLEN, JR. & FAMILY",1.4,80.0,United States,investment banking,Finance & Investments
1513,RAMON ANG,1.4,66.0,Philippines,Diversified,Food & Beverage
1513,VASILY ANISIMOV,1.4,68.0,Russia,real estate,Metals & Mining
1513,FELIX BAKER,1.4,51.0,United States,biotech investing,Finance & Investments
1513,JULIAN BAKER,1.4,53.0,United States,investing,Finance & Investments
1513,JOHN BICKET,1.4,40.0,United States,sensor systems,Technology
1513,MAURIZIO BILLI,1.4,62.0,Brazil,generic drugs,Healthcare
1513,SANJIT BISWAS,1.4,38.0,United States,sensor systems,Technology
1513,DAVID BOOTH,1.4,74.0,United States,mutual funds,Finance & Investments
1513,PETER BUCK,1.4,89.0,United States,Subway sandwich shops,Food & Beverage
1513,NIKOLAI BUINOV,1.4,52.0,Russia,"oil, gas",Energy
1513,NICOLA BULGARI,1.4,79.0,Italy,luxury goods,Fashion & Retail
1513,RON BURKLE,1.4,67.0,United States,"supermarkets, investments",Finance & Investments
1513,SAKET BURMAN,1.4,43.0,United Kingdom,consumer goods,Food & Beverage
1513,STEVE CASE,1.4,61.0,United States,AOL,Technology
1513,BINOD CHAUDHARY,1.4,64.0,Nepal,diversified,Diversified
1513,VIVIEN CHEN,1.4,61.0,Hong Kong,real estate,Real Estate
1513,"ROBERT COYIUTO, JR.",1.4,67.0,Philippines,power,Energy
1513,DENG YINGZHONG,1.4,69.0,China,papers,Manufacturing
1513,NORBERT DENTRESSANGLE,1.4,65.0,France,"transport, logistics",Logistics
1513,BHARAT DESAI,1.4,67.0,United States,IT consulting,Technology
1513,BEDA DIETHELM,1.4,79.0,Switzerland,hearing aids,Healthcare
1513,ISABEL DOS SANTOS,1.4,46.0,Angola,"banking, investments",Finance & Investments
1513,JAMES DUFF,1.4,59.0,United States,"tires, diversified",Diversified
1513,THOMAS DUFF,1.4,63.0,United States,"tires, diversified",Diversified
1513,GARY FEGEL,1.4,46.0,Switzerland,"commodities, investments",Metals & Mining
1513,KATHY FIELDS,1.4,61.0,United States,skin care,Fashion & Retail
1513,PAUL FOSTER,1.4,62.0,United States,oil refining,Energy
1513,LUIS FRIAS,1.4,57.0,Brazil,mobile payments,Technology
1513,FU KWAN,1.4,62.0,China,"real estate, diversified",Diversified
1513,DENNIS GILLINGS,1.4,75.0,United Kingdom,drug testing,Healthcare
1513,SERGE GODIN,1.4,70.0,Canada,information technology,Technology
1513,SANJIV GOENKA,1.4,59.0,India,diversified,Diversified
1513,SUE GROSS,1.4,70.0,United States,investments,Finance & Investments
1513,MAGGIE HARDY KNOX,1.4,54.0,United States,building materials,Service
1513,DAVID HINDAWI,1.4,75.0,United States,software,Technology
1513,HU KAIJUN,1.4,58.0,China,pharmaceuticals,Healthcare
1513,W. HERBERT HUNT,1.4,91.0,United States,oil,Energy
1513,HAL JACKMAN,1.4,87.0,Canada,"insurance, investments",Finance & Investments
1513,HAMILTON JAMES,1.4,68.0,United States,investments,Finance & Investments
1513,GEORGE JOSEPH,1.4,98.0,United States,insurance,Finance & Investments
1513,SCOTT KAPNICK,1.4,61.0,United States,private equity,Finance & Investments
1513,OSMAN KIBAR,1.4,49.0,United States,biotech,Healthcare
1513,SUNA KIRAC,1.4,78.0,Turkey,diversified,Diversified
1513,LEO KOGUAN,1.4,65.0,United States,IT provider,Technology
1513,PYOTR KONDRASHEV,1.4,70.0,Russia,investments,Manufacturing
1513,PHILIPPE LAFFONT,1.4,52.0,United States,hedge fund,Finance & Investments
1513,MANUEL LAO HERNANDEZ,1.4,75.0,Spain,casinos,Gambling & Casinos
1513,LOUIS LE DUFF,1.4,73.0,France,bakeries,Food & Beverage
1513,LEE HO-JIN,1.4,57.0,South Korea,diversified,Diversified
1513,LEI JUFANG,1.4,67.0,China,pharmaceuticals,Healthcare
1513,THEODORE LEONSIS,1.4,64.0,United States,sports teams,Sports
1513,LI CHUNAN,1.4,51.0,China,renewable energy,Manufacturing
1513,K.C. LIU,1.4,66.0,Taiwan,manufacturing,Technology
1513,ANATOLY LOMAKIN,1.4,67.0,Russia,investments,Metals & Mining
1513,BILLY JOE (RED) MCCOMBS,1.4,92.0,United States,"real estate, oil, cars, sports",Diversified
1513,WILLY MICHEL,1.4,73.0,Switzerland,medical devices,Healthcare
1513,MASSIMO MORATTI,1.4,74.0,Italy,oil refinery,Energy
1513,TOSHIO MOTOYA,1.4,76.0,Japan,hotels,Service
1513,PATRICE MOTSEPE,1.4,58.0,South Africa,mining,Metals & Mining
1513,EUGENE MURTAGH,1.4,77.0,Ireland,building materials,Manufacturing
1513,MARIUS NACHT,1.4,54.0,Israel,software,Technology
1513,NANDAN NILEKANI,1.4,64.0,India,software services,Technology
1513,EREN OZMEN,1.4,61.0,United States,aerospace,Manufacturing
1513,FATIH OZMEN,1.4,62.0,United States,aerospace,Manufacturing
1513,AJAY PAREKH,1.4,62.0,India,adhesives,Manufacturing
1513,NARENDRAKUMAR PAREKH,1.4,81.0,India,adhesives,Manufacturing
1513,PIERRE KARL PÉLADEAU,1.4,58.0,Canada,media,Media & Entertainment
1513,PU ZHONGJIE & FAMILY,1.4,57.0,China,medical equipment,Healthcare
1513,QIAN YING,1.4,54.0,China,pig breeding,Food & Beverage
1513,QIU JIANPING & FAMILY,1.4,58.0,China,hand tools,Manufacturing
1513,P.V. RAMPRASAD REDDY,1.4,62.0,India,pharmaceuticals,Healthcare
1513,KATIE RODAN,1.4,64.0,United States,skin care,Fashion & Retail
1513,HUSSAIN SAJWANI,1.4,67.0,United Arab Emirates,real estate,Real Estate
1513,KARIN SCHICK,1.4,,Germany,information technology,Technology
1513,ARNOUT SCHUIJFF,1.4,52.0,Netherlands,payments software,Technology
1513,SHAO QINXIANG,1.4,65.0,China,diversified,Manufacturing
1513,PRACHAK TANGKARAVAKOON,1.4,76.0,Thailand,paints,Manufacturing
1513,DAVID TEOH & FAMILY,1.4,64.0,Australia,telecom,Telecom
1513,JONATHAN TISCH,1.4,66.0,United States,"insurance, NFL team",Diversified
1513,PAVEL TYKAC,1.4,55.0,Czechia,coal mines,Metals & Mining
1513,WANG JIANFENG & FAMILY,1.4,50.0,China,auto parts,Automotive
1513,WANG JILEI,1.4,55.0,China,logistics,Logistics
1513,WANG REN-SHENG,1.4,88.0,Taiwan,retail,Fashion & Retail
1513,CHRIS WANSTRATH,1.4,35.0,United States,software,Technology
1513,STEPHEN WINN,1.4,73.0,United States,real estate services,Real Estate
1513,ELAINE WYNN,1.4,77.0,United States,"casinos, hotels",Gambling & Casinos
1513,SWIFT XIE,1.4,40.0,China,drones,Technology
1513,JANE YAN & FAMILY,1.4,50.0,China,software,Technology
1513,YANG ERZHU,1.4,69.0,China,real estate,Real Estate
1513,YUAN FUGEN & FAMILY,1.4,69.0,China,metal processing,Manufacturing
1513,DAVID ZALIK,1.4,46.0,United States,financial technology,Technology
1513,CLAYTON ZEKELMAN,1.4,51.0,Canada,steel,Manufacturing
1513,ZHANG YUANLIN,1.4,44.0,China,real estate,Real Estate
1613,ANTTI AARNIO-WIHURI,1.3,80.0,Finland,diversified,Diversified
1613,RAJENDRA AGARWAL,1.3,61.0,India,pharmaceuticals,Healthcare
1613,KUTAYBA ALGHANIM,1.3,74.0,Kuwait,diversified,Diversified
1613,ROBERTO ANGELINI ROSSI,1.3,71.0,Chile,"forestry, mining",Diversified
1613,MIKA ANTTONEN,1.3,53.0,Finland,oil & gas,Energy
1613,CARLOS ARDILA LÜLLE,1.3,89.0,Colombia,"soft drinks, diversified",Food & Beverage
1613,LESLEY BAMBERGER,1.3,54.0,Netherlands,real estate,Real Estate
1613,ELENA BATURINA,1.3,57.0,Russia,"investments, real estate",Construction & Engineering
1613,BANWARILAL BAWRI,1.3,67.0,India,pharmaceuticals,Healthcare
1613,GIRDHARILAL BAWRI,1.3,72.0,India,pharmaceuticals,Healthcare
1613,WILHELM BEIER & FAMILY,1.3,63.0,Germany,pharmaceuticals,Healthcare
1613,VLADIMIR BOGDANOV,1.3,68.0,Russia,oil,Energy
1613,ANA MARIA BRESCIA CAFFERATA,1.3,95.0,Peru,"mining, banking",Diversified
1613,PAOLO BULGARI,1.3,82.0,Italy,luxury goods,Fashion & Retail
1613,AMIT BURMAN,1.3,50.0,India,consumer goods,Food & Beverage
1613,CHAO TENG-HSIUNG,1.3,75.0,Taiwan,real estate,Real Estate
1613,CHENG LILI,1.3,55.0,China,poultry breeding,Food & Beverage
1613,CHIN JONG HWA,1.3,61.0,Taiwan,auto parts,Automotive
1613,DANIEL CHIU,1.3,59.0,Hong Kong,oil & gas,Energy
1613,TURGAY CINER,1.3,64.0,Turkey,diversified,Diversified
1613,JACK COCKWELL,1.3,79.0,Canada,"real estate, private equity",Finance & Investments
1613,JIM CRANE,1.3,66.0,United States,"logistics, baseball",Sports
1613,BRUNELLO CUCINELLI & FAMILY,1.3,66.0,Italy,fashion,Fashion & Retail
1613,ALEXANDRA DAITCH,1.3,57.0,United States,Cargill,Food & Beverage
1613,SOL DAURELLA,1.3,54.0,Spain,Coca-Cola,Food & Beverage
1613,DARWIN DEASON,1.3,79.0,United States,Xerox,Service
1613,DANIEL DINES,1.3,48.0,Romania,software,Technology
1613,DENG HUI & FAMILY,1.3,57.0,United States,software,Technology
1613,DAVID HARDING,1.3,58.0,United Kingdom,finance,Finance & Investments
1613,AYMAN HARIRI,1.3,41.0,Lebanon,"construction, investments",Construction & Engineering
1613,ILKKA HERLIN,1.3,61.0,Finland,"elevators, escalators",Manufacturing
1613,ILONA HERLIN,1.3,55.0,Finland,"elevators, escalators",Manufacturing
1613,NIRANJAN HIRANANDANI,1.3,70.0,India,real estate,Real Estate
1613,HONG JIE,1.3,52.0,China,paint,Manufacturing
1613,DREW HOUSTON,1.3,37.0,United States,cloud storage service,Technology
1613,HU GENGXI & FAMILY,1.3,56.0,China,Bio-Pharma,Healthcare
1613,HU YANGZHONG,1.3,55.0,China,technology,Technology
1613,"B. WAYNE HUGHES, JR.",1.3,59.0,United States,storage facilities,Real Estate
1613,ARCHIE HWANG,1.3,67.0,Taiwan,semiconductors,Technology
1613,JIANG XUEFEI & FAMILY,1.3,50.0,China,printed circuit boards,Technology
1613,ALEXANDER KARP,1.3,52.0,United States,software firm,Technology
1613,EUGENE KASPERSKY,1.3,54.0,Russia,software,Technology
1613,KE XIPING & FAMILY,1.3,59.0,China,investments,Diversified
1613,SIDNEY KIMMEL,1.3,92.0,United States,retail,Fashion & Retail
1613,JIM KOCH,1.3,70.0,United States,beer,Food & Beverage
1613,KOON POH KEONG,1.3,58.0,Malaysia,aluminum,Manufacturing
1613,MICHAEL KRASNY,1.3,66.0,United States,retail,Technology
1613,SEBASTIAN KULCZYK,1.3,39.0,Poland,diversified,Finance & Investments
1613,KWEK LENG PECK,1.3,64.0,Singapore,diversified,Diversified
1613,FRANK LAUKIEN,1.3,60.0,United States,scientific equipment,Manufacturing
1613,MANFREDI LEFEBVRE D'OVIDIO,1.3,66.0,Italy,cruises,Service
1613,PETER LEIBINGER,1.3,53.0,Germany,machine tools,Manufacturing
1613,REGINE LEIBINGER,1.3,57.0,Germany,machine tools,Manufacturing
1613,LI FENGLUAN,1.3,58.0,China,"steel, diversified",Diversified
1613,LI TAN,1.3,55.0,China,pharmaceuticals,Healthcare
1613,LIM OON KUIN,1.3,76.0,Singapore,oil trading,Energy
1613,LIM WEE CHAI,1.3,62.0,Malaysia,rubber gloves,Manufacturing
1613,LOUISE LINDH,1.3,40.0,Sweden,investments,Diversified
1613,LIU YACHAO,1.3,39.0,China,education,Service
1613,MA FEI,1.3,52.0,China,electronics components,Technology
1613,MELISSA MA,1.3,50.0,China,internet search,Technology
1613,DUNCAN MACMILLAN,1.3,82.0,United States,Bloomberg LP,Finance & Investments
1613,SARAH MACMILLAN,1.3,66.0,United States,Cargill,Food & Beverage
1613,KISHORE MARIWALA,1.3,85.0,India,consumer goods,Food & Beverage
1613,JOHN MARTIN,1.3,68.0,United States,pharmaceuticals,Healthcare
1613,TERENCE (TERRY) MATTHEWS,1.3,77.0,Canada,telecom,Telecom
1613,LACHHMAN DAS MITTAL,1.3,89.0,India,tractors,Automotive
1613,MARIO MORETTI POLEGATO & FAMILY,1.3,67.0,Italy,shoes,Fashion & Retail
1613,YOSHIKO MORI,1.3,79.0,Japan,real estate,Real Estate
1613,CRAIG NEWMARK,1.3,67.0,United States,Craigslist,Technology
1613,OEI HONG LEONG,1.3,72.0,Singapore,investments,Finance & Investments
1613,KAZUO OKADA & FAMILY,1.3,77.0,Japan,casinos,Gambling & Casinos
1613,ERIK PAULSSON & FAMILY,1.3,78.0,Sweden,"construction, real estate",Real Estate
1613,VICTOR PINCHUK,1.3,59.0,Ukraine,"steel pipes, diversified",Metals & Mining
1613,HELOISE PRATT,1.3,57.0,Australia,"manufacturing, investment",Manufacturing
1613,FERNANDO ROIG,1.3,72.0,Spain,supermarkets,Fashion & Retail
1613,ALEXANDER ROVT,1.3,67.0,United States,"fertilizer, real estate",Manufacturing
1613,RUAN HONGLIANG & FAMILY,1.3,59.0,China,glass,Manufacturing
1613,SUBHASH RUNWAL,1.3,76.0,India,real estate,Real Estate
1613,LILY SAFRA,1.3,82.0,Monaco,banking,Finance & Investments
1613,ALVARO SAIEH BENDECK,1.3,70.0,Chile,banking,Finance & Investments
1613,STEVEN SAROWITZ,1.3,54.0,United States,payroll software,Technology
1613,SHI YUZHU,1.3,57.0,China,"online games, investments",Diversified
1613,VLAD SHMUNIS,1.3,59.0,United States,cloud technology,Technology
1613,ALBERTO SICCARDI & FAMILY,1.3,75.0,Switzerland,medical devices,Healthcare
1613,JASMINDER SINGH & FAMILY,1.3,69.0,United Kingdom,hotels,Real Estate
1613,RYAN SMITH,1.3,41.0,United States,cloud computing,Technology
1613,STEPHEN SMITH,1.3,68.0,Canada,finance and investments,Finance & Investments
1613,PETER SPUHLER,1.3,60.0,Switzerland,train cars,Manufacturing
1613,LUCY STITZER,1.3,60.0,United States,Cargill,Food & Beverage
1613,WILLIAM STONE,1.3,64.0,United States,software,Technology
1613,PETTER STORDALEN & FAMILY,1.3,57.0,Norway,hotels,Service
1613,KEVIN SYSTROM,1.3,36.0,United States,Instagram,Technology
1613,ALAIN TARAVELLA,1.3,72.0,France,real estate development,Real Estate
1613,ROMAN TROTSENKO,1.3,49.0,Russia,"transport, engineering, real estate",Logistics
1613,KENNETH TUCHMAN,1.3,60.0,United States,outsourcing,Service
1613,SUNNY VARKEY,1.3,62.0,India,education,Service
1613,SHAMSHEER VAYALIL,1.3,43.0,India,healthcare,Healthcare
1613,ANNA KATHARINA VIESSMANN,1.3,,Germany,heating and cooling equipment,Manufacturing
1613,WANG JUNMIN,1.3,51.0,China,pharmaceuticals,Healthcare
1613,WEN PENGCHENG & FAMILY,1.3,57.0,China,agribusiness,Food & Beverage
1613,WONG KWONG YU & FAMILY,1.3,50.0,China,retail,Fashion & Retail
1613,WU KAITING,1.3,50.0,Hong Kong,electronics,Telecom
1613,XIANG GUANGMING & FAMILY,1.3,56.0,China,waste disposal,Manufacturing
1613,XIE JUHUA & FAMILY,1.3,69.0,China,pharmaceuticals,Healthcare
1613,KEN XIE,1.3,57.0,United States,cybersecurity,Technology
1613,XIU LAIGUI,1.3,65.0,China,pharmaceuticals,Healthcare
1613,YANG SHAOPENG,1.3,62.0,China,shipping,Logistics
1613,YE CHENG,1.3,58.0,China,conglomerate,Diversified
1613,ZHANG KEQIANG,1.3,59.0,China,real estate,Real Estate
1613,ZHANG WANZHEN,1.3,70.0,China,electronics components,Manufacturing
1613,ZHANG XIAOJUAN,1.3,50.0,China,logistics,Logistics
1613,ZHANG XUANNING,1.3,49.0,China,retail,Fashion & Retail
1613,ZHANG YIN,1.3,63.0,China,paper manufacturing,Manufacturing
1613,ZHOU CHENGJIAN,1.3,54.0,China,fashion retail,Fashion & Retail
1613,ZHU YIMING,1.3,47.0,China,semiconductors,Technology
1613,ANITA ZUCKER,1.3,68.0,United States,chemicals,Manufacturing
1730,FAISAL BIN QASSIM AL THANI,1.2,72.0,Qatar,"hotels, diversified",Diversified
1730,JOAO ALVES DE QUEIROZ FILHO,1.2,67.0,Brazil,pharmaceuticals,Diversified
1730,MARC ANDREESSEN,1.2,48.0,United States,venture capital investing,Finance & Investments
1730,MEHMET AYDINLAR,1.2,63.0,Turkey,hospitals,Healthcare
1730,THOMAS BAILEY,1.2,83.0,United States,money management,Finance & Investments
1730,SACHIN BANSAL,1.2,38.0,India,flipkart,Fashion & Retail
1730,PAVEL BAUDIS,1.2,59.0,Czechia,software,Technology
1730,SANJEEV BIKHCHANDANI,1.2,56.0,India,Internet,Technology
1730,MIKE BINGLE,1.2,47.0,United States,private equity,Finance & Investments
1730,HENADIY BOHOLYUBOV,1.2,58.0,Ukraine,"banking, investments",Diversified
1730,BERNHARD BRAUN-LUEDICKE,1.2,43.0,Germany,medical technology,Healthcare
1730,EVA MARIA BRAUN-LUEDICKE,1.2,33.0,Germany,medical technology,Healthcare
1730,FRIEDERIKE BRAUN-LUEDICKE,1.2,36.0,Germany,medical technology,Healthcare
1730,JACOB BURDA,1.2,,Germany,publishing,Media & Entertainment
1730,MORRIS CHANG,1.2,88.0,Taiwan,semiconductors,Technology
1730,CHANG PYUNG-SOON,1.2,69.0,South Korea,educational services,Service
1730,CHENG WEI,1.2,37.0,China,ride-hailing service,Service
1730,CHENG XIANFENG,1.2,51.0,China,pharmaceuticals,Healthcare
1730,YVON CHOUINARD,1.2,81.0,United States,Patagonia,Fashion & Retail
1730,POLLYANNA CHU,1.2,62.0,Hong Kong,financial services,Finance & Investments
1730,SANDOR CSANYI,1.2,67.0,Hungary,"finance, real estate",Diversified
1730,DIAO ZHIZHONG,1.2,56.0,China,software,Technology
1730,JAMIE DIMON,1.2,64.0,United States,banking,Finance & Investments
1730,K. DINESH,1.2,65.0,India,software services,Technology
1730,DOU ZHENGGANG,1.2,66.0,China,"energy, chemicals",Diversified
1730,EGON DURBAN,1.2,46.0,Germany,private equity,Finance & Investments
1730,ALEXANDER DZHAPARIDZE,1.2,64.0,Russia,oil services,Energy
1730,BULENT ECZACIBASI,1.2,70.0,Turkey,"pharmaceuticals, diversified",Diversified
1730,JOSEPH EDELMAN,1.2,64.0,United States,hedge funds,Finance & Investments
1730,BOB ELL,1.2,75.0,Australia,real estate,Real Estate
1730,HENRY ENGELHARDT,1.2,62.0,United States,insurance,Finance & Investments
1730,JOHN FARBER,1.2,94.0,United States,chemicals,Manufacturing
1730,GLEB FETISOV,1.2,53.0,Russia,investments,Telecom
1730,J. CHRISTOPHER FLOWERS,1.2,62.0,United States,investments,Finance & Investments
1730,MIGUEL FLUXA ROSSELLO,1.2,81.0,Spain,hotels,Service
1730,ELISABETH FURTWAENGLER,1.2,28.0,Germany,publishing,Media & Entertainment
1730,GAO YI & FAMILY,1.2,51.0,China,pharmaceuticals,Healthcare
1730,DAN GERTLER,1.2,46.0,Israel,mining,Metals & Mining
1730,LAWRENCE GOLUB,1.2,60.0,United States,private equity,Finance & Investments
1730,JITSE GROEN,1.2,41.0,Netherlands,food delivery service,Food & Beverage
1730,KENNETH HAO,1.2,51.0,United States,private equity,Finance & Investments
1730,HE XIAOPENG,1.2,42.0,China,electric vehicles,Automotive
1730,TIMOTHY HEADINGTON,1.2,69.0,United States,"oil & gas, investments",Energy
1730,CHRISTOPH HENKEL,1.2,62.0,Germany,consumer goods,Fashion & Retail
1730,HU RONGDA & FAMILY,1.2,61.0,China,chemicals,Manufacturing
1730,HUA XUANDE & FAMILY,1.2,76.0,China,Pharmaceuticals,Healthcare
1730,HUANG HONGYUN & FAMILY,1.2,53.0,China,real estate,Real Estate
1730,HUANG WEN TSAI,1.2,66.0,China,real estate,Real Estate
1730,"JIM JUSTICE, II.",1.2,68.0,United States,coal,Metals & Mining
1730,T.S. KALYANARAMAN,1.2,72.0,India,jewelry,Fashion & Retail
1730,KIM SANG-YEOL,1.2,59.0,South Korea,construction,Construction & Engineering
1730,ANDREI KOSOGOV,1.2,59.0,Russia,"oil, banking, telecom",Energy
1730,HEMENDRA KOTHARI,1.2,73.0,India,Financial Services,Finance & Investments
1730,RAYMOND KWOK,1.2,66.0,Hong Kong,real estate,Real Estate
1730,JOE LACOB,1.2,64.0,United States,Golden State Warriors,Sports
1730,LEE BOO-JIN,1.2,49.0,South Korea,Samsung,Service
1730,NICOLA LEIBINGER-KAMMUELLER,1.2,60.0,Germany,manufacturing,Manufacturing
1730,WOLFGANG LEITNER,1.2,67.0,Austria,engineering,Construction & Engineering
1730,SOLOMON LEW,1.2,75.0,Australia,retail,Fashion & Retail
1730,LI JIAQUAN,1.2,56.0,China,chemicals,Manufacturing
1730,LI RUCHENG,1.2,68.0,China,apparel,Fashion & Retail
1730,LI XIAOHUA & FAMILY,1.2,58.0,China,packaging,Manufacturing
1730,LIU MING CHUNG,1.2,57.0,Brazil,paper,Manufacturing
1730,LIU XIAODONG,1.2,52.0,China,flavorings,Manufacturing
1730,LIU XUEJING & FAMILY,1.2,69.0,China,"copper, poultry",Diversified
1730,LU HONGYAN,1.2,42.0,China,online games,Media & Entertainment
1730,DANIEL LUBETZKY,1.2,51.0,United States,snack bars,Food & Beverage
1730,ANAND MAHINDRA,1.2,64.0,India,automobiles,Automotive
1730,GEORGE MARCUS,1.2,78.0,United States,real estate,Real Estate
1730,DANIEL MATE,1.2,56.0,Spain,"mining, commodities",Metals & Mining
1730,GREG MONDRE,1.2,45.0,United States,private equity,Finance & Investments
1730,JERRY MOYES,1.2,76.0,United States,transportation,Logistics
1730,MU RONGJUN,1.2,40.0,China,e-commerce,Technology
1730,KENTARO OGAWA & FAMILY,1.2,71.0,Japan,restaurants,Food & Beverage
1730,ALBERTO PALATCHI,1.2,70.0,Spain,wedding dresses,Fashion & Retail
1730,SUSHILKUMAR PAREKH,1.2,87.0,India,adhesives,Manufacturing
1730,FLORENTINO PEREZ,1.2,73.0,Spain,construction,Construction & Engineering
1730,MARK PINCUS,1.2,54.0,United States,online games,Technology
1730,ANDREAS POHL,1.2,55.0,Germany,mutual funds,Finance & Investments
1730,"REINFRIED POHL, JR.",1.2,60.0,Germany,mutual funds,Finance & Investments
1730,MURDAYA POO,1.2,79.0,Indonesia,diversified,Diversified
1730,FORREST PRESTON,1.2,87.0,United States,health care,Healthcare
1730,TOM PRESTON-WERNER,1.2,40.0,United States,collaborative software,Technology
1730,THEODORE RACHMAT,1.2,76.0,Indonesia,diversified,Diversified
1730,ANDREI RAPPOPORT,1.2,56.0,Russia,investments,Finance & Investments
1730,REN ZHENGFEI,1.2,76.0,China,telecom equipment,Telecom
1730,BORIS ROTENBERG,1.2,63.0,Russia,"construction, pipes, chemicals",Construction & Engineering
1730,THOMAS SANDELL,1.2,59.0,Sweden,hedge funds,Finance & Investments
1730,ANATOLY SEDYKH,1.2,55.0,Russia,steel pipes,Metals & Mining
1730,BHADRESH SHAH,1.2,68.0,India,engineering,Manufacturing
1730,RON SIM,1.2,61.0,Singapore,retail,Fashion & Retail
1730,BASUDEO SINGH,1.2,79.0,India,pharmaceuticals,Healthcare
